,agency,sku,volume,date,industry_volume,soda_volume,avg_max_temp,price_regular,price_actual,discount,avg_population_2017,avg_yearly_household_income_2017,easter_day,good_friday,new_year,christmas,labor_day,independence_day,revolution_day_memorial,regional_games,fifa_u_17_world_cup,football_gold_cup,beer_capital,music_fest,discount_in_percent,timeseries
9017,Agency_24,SKU_01,5.292000000000001,2013-03-01,509281531,892192092,29.42235294,1203.690051,1095.924745,107.76530600000001,42122,93027,1,1,0,0,0,0,0,0,0,0,0,1,8.952911583050046,82
9016,Agency_54,SKU_14,0.0,2013-03-01,509281531,892192092,26.48823529,0.0,0.0,0.0,48332,122313,1,1,0,0,0,0,0,0,0,0,0,1,0.0,117
9024,Agency_24,SKU_05,558.8055,2013-03-01,509281531,892192092,29.42235294,1352.90961,1236.672614,116.23699599999999,42122,93027,1,1,0,0,0,0,0,0,0,0,0,1,8.591630596814225,85
9057,Agency_59,SKU_03,874.1715,2013-03-01,509281531,892192092,24.92565217,1290.872608,1221.4026210000002,69.469987,1219986,218902,1,1,0,0,0,0,0,0,0,0,0,1,5.381629958639576,9
9035,Agency_59,SKU_04,2274.45675,2013-03-01,509281531,892192092,24.92565217,1805.1970620000002,1584.669171,220.527891,1219986,218902,1,1,0,0,0,0,0,0,0,0,0,1,12.216277969989294,8
9037,Agency_10,SKU_03,2057.472,2013-03-01,509281531,892192092,28.60769231,1328.75534,1218.315668,110.439672,1716027,117463,1,1,0,0,0,0,0,0,0,0,0,1,8.311512938115454,133
9055,Agency_46,SKU_05,4943.55975,2013-03-01,509281531,892192092,26.76785714,1326.43208,1271.105235,55.326845,1709754,212229,1,1,0,0,0,0,0,0,0,0,0,1,4.171102752581195,319
9054,Agency_46,SKU_02,5218.776,2013-03-01,509281531,892192092,26.76785714,1215.955151,1197.828805,18.126345999999998,1709754,212229,1,1,0,0,0,0,0,0,0,0,0,1,1.4907084348541075,320
9053,Agency_58,SKU_05,1485.2279999999998,2013-03-01,509281531,892192092,24.92565217,1341.8269369999998,1233.170339,108.656598,1620969,105857,1,1,0,0,0,0,0,0,0,0,0,1,8.097661106947953,221
9052,Agency_24,SKU_03,0.2538,2013-03-01,509281531,892192092,29.42235294,1288.617021,1172.632979,115.98404199999999,42122,93027,1,1,0,0,0,0,0,0,0,0,0,1,9.000660406456014,84
9051,Agency_21,SKU_03,23.7726,2013-03-01,509281531,892192092,29.42235294,1281.5967859999998,1165.955554,115.641232,26635,130092,1,1,0,0,0,0,0,0,0,0,0,1,9.023214888118487,181
9050,Agency_58,SKU_02,2677.968,2013-03-01,509281531,892192092,24.92565217,1238.0453519999999,1133.76236,104.28299200000001,1620969,105857,1,1,0,0,0,0,0,0,0,0,0,1,8.423196438768263,222
9049,Agency_46,SKU_01,3652.992,2013-03-01,509281531,892192092,26.76785714,1213.497347,1202.68175,10.815597,1709754,212229,1,1,0,0,0,0,0,0,0,0,0,1,0.8912748780817894,316
9048,Agency_58,SKU_07,42.9225,2013-03-01,509281531,892192092,24.92565217,1158.138651,1127.825493,30.313158,1620969,105857,1,1,0,0,0,0,0,0,0,0,0,1,2.6174031903542785,224
9036,Agency_51,SKU_17,0.0,2013-03-01,509281531,892192092,26.76785714,0.0,0.0,0.0,1750152,238870,1,1,0,0,0,0,0,0,0,0,0,1,0.0,266
9047,Agency_58,SKU_01,6545.88,2013-03-01,509281531,892192092,24.92565217,1236.92905,1129.815198,107.11385200000001,1620969,105857,1,1,0,0,0,0,0,0,0,0,0,1,8.659660147847607,218
9045,Agency_43,SKU_04,592.0335,2013-03-01,509281531,892192092,24.7112069,1793.345362,1672.556516,120.78884599999999,184082,106262,1,1,0,0,0,0,0,0,0,0,0,1,6.735392332087789,97
9044,Agency_52,SKU_05,1211.3519999999999,2013-03-01,509281531,892192092,33.12021277,1328.471722,1209.475933,118.99578899999999,149811,131764,1,1,0,0,0,0,0,0,0,0,0,1,8.95734452072891,46
9043,Agency_52,SKU_02,1180.44,2013-03-01,509281531,892192092,33.12021277,1184.783071,1130.909751,53.87331999999999,149811,131764,1,1,0,0,0,0,0,0,0,0,0,1,4.547104133968503,47
9042,Agency_24,SKU_04,149.526,2013-03-01,509281531,892192092,29.42235294,1806.473456,1648.486412,157.987044,42122,93027,1,1,0,0,0,0,0,0,0,0,0,1,8.745605614921363,83
9041,Agency_21,SKU_04,29.3301,2013-03-01,509281531,892192092,29.42235294,1813.856209,1652.4617970000002,161.39441200000002,26635,130092,1,1,0,0,0,0,0,0,0,0,0,1,8.897861429102951,180
9040,Agency_43,SKU_05,494.2665,2013-03-01,509281531,892192092,24.7112069,1317.255935,1221.5593099999999,95.696625,184082,106262,1,1,0,0,0,0,0,0,0,0,0,1,7.264846751288314,99
9039,Agency_53,SKU_24,0.0,2013-03-01,509281531,892192092,29.404,0.0,0.0,0.0,1729177,111048,1,1,0,0,0,0,0,0,0,0,0,1,0.0,242
9038,Agency_52,SKU_01,158.436,2013-03-01,509281531,892192092,33.12021277,1187.9037150000001,1147.41198,40.491735,149811,131764,1,1,0,0,0,0,0,0,0,0,0,1,3.408671467956474,43
9046,Agency_32,SKU_14,0.0,2013-03-01,509281531,892192092,26.48823529,0.0,0.0,0.0,1199179,126063,1,1,0,0,0,0,0,0,0,0,0,1,0.0,149
8924,Agency_09,SKU_05,1851.3105,2013-03-01,509281531,892192092,32.83863636,1359.390109,1209.909857,149.480252,1646094,213511,1,1,0,0,0,0,0,0,0,0,0,1,10.996126204711116,51
8966,Agency_23,SKU_04,37.5093,2013-03-01,509281531,892192092,29.42235294,1823.907791,1652.2595199999998,171.648271,49101,90240,1,1,0,0,0,0,0,0,0,0,0,1,9.411016930076812,329
8922,Agency_15,SKU_04,241.3503,2013-03-01,509281531,892192092,24.92565217,1785.6337190000002,1684.139827,101.493892,200260,104564,1,1,0,0,0,0,0,0,0,0,0,1,5.6839143952119775,92
8812,Agency_33,SKU_18,10.3212,2013-03-01,509281531,892192092,28.55,1138.638385,1129.695675,8.94271,39719,91375,1,1,0,0,0,0,0,0,0,0,0,1,0.785386310334163,294
8811,Agency_42,SKU_03,697.1039999999999,2013-03-01,509281531,892192092,29.404,1269.37465,1232.8782939999999,36.496356,175794,110057,1,1,0,0,0,0,0,0,0,0,0,1,2.875144544599185,347
8810,Agency_02,SKU_04,8190.51,2013-03-01,509281531,892192092,29.18333333,1678.80197,1592.108718,86.693252,3137874,240809,1,1,0,0,0,0,0,0,0,0,0,1,5.163995131599709,63
8809,Agency_33,SKU_03,2.7918,2013-03-01,509281531,892192092,28.55,1205.655223,1135.403771,70.251452,39719,91375,1,1,0,0,0,0,0,0,0,0,0,1,5.8268276585071455,293
8808,Agency_27,SKU_03,2261.69625,2013-03-01,509281531,892192092,31.4325,1320.603116,1173.783711,146.81940500000002,1588818,218862,1,1,0,0,0,0,0,0,0,0,0,1,11.117602497009406,167
8807,Agency_48,SKU_03,6857.616,2013-03-01,509281531,892192092,26.76785714,1361.121914,1306.305626,54.816288,1739969,210213,1,1,0,0,0,0,0,0,0,0,0,1,4.027287154528907,152
8806,Agency_12,SKU_03,538.479,2013-03-01,509281531,892192092,24.92565217,1273.2333820000001,1174.192448,99.040934,1596955,205376,1,1,0,0,0,0,0,0,0,0,0,1,7.778694416920337,78
8805,Agency_27,SKU_08,351.45,2013-03-01,509281531,892192092,31.4325,1467.379301,1350.369827,117.009474,1588818,218862,1,1,0,0,0,0,0,0,0,0,0,1,7.974044197042956,171
8813,Agency_05,SKU_23,0.0,2013-03-01,509281531,892192092,28.71549296,0.0,0.0,0.0,3044268,182944,1,1,0,0,0,0,0,0,0,0,0,1,0.0,25
8804,Agency_13,SKU_04,2096.8785,2013-03-01,509281531,892192092,24.92565217,1794.1620649999998,1647.577806,146.584259,1520066,110666,1,1,0,0,0,0,0,0,0,0,0,1,8.170067902979545,276
8802,Agency_12,SKU_05,1722.4245,2013-03-01,509281531,892192092,24.92565217,1334.412736,1224.26583,110.146906,1596955,205376,1,1,0,0,0,0,0,0,0,0,0,1,8.254335636077142,79
8801,Agency_28,SKU_05,1.4058,2013-03-01,509281531,892192092,32.29393939,1575.701024,1575.701024,0.0,68666,133669,1,1,0,0,0,0,0,0,0,0,0,1,0.0,31
8800,Agency_05,SKU_04,5017.49175,2013-03-01,509281531,892192092,28.71549296,1775.1929460000001,1560.790555,214.40239100000002,3044268,182944,1,1,0,0,0,0,0,0,0,0,0,1,12.077695074392212,20
8799,Agency_36,SKU_04,0.0,2013-03-01,509281531,892192092,26.81875,0.0,0.0,0.0,13110,94238,1,1,0,0,0,0,0,0,0,0,0,1,0.0,232
8798,Agency_34,SKU_04,0.0,2013-03-01,509281531,892192092,29.1,0.0,0.0,0.0,12271,97222,1,1,0,0,0,0,0,0,0,0,0,1,0.0,109
8797,Agency_02,SKU_31,70.8,2013-03-01,509281531,892192092,29.18333333,1112.178433,1112.178433,0.0,3137874,240809,1,1,0,0,0,0,0,0,0,0,0,1,0.0,68
8796,Agency_29,SKU_04,39.2346,2013-03-01,509281531,892192092,27.65,1947.684659,1574.7021949999998,372.982464,28329,93614,1,1,0,0,0,0,0,0,0,0,0,1,19.150043734056027,173
8923,Agency_22,SKU_04,91.0575,2013-03-01,509281531,892192092,29.42235294,1794.229059,1640.909118,153.319941,48151,132110,1,1,0,0,0,0,0,0,0,0,0,1,8.545170987557837,1
8803,Agency_02,SKU_34,113.28,2013-03-01,509281531,892192092,29.18333333,1114.7467689999999,1114.7467689999999,0.0,3137874,240809,1,1,0,0,0,0,0,0,0,0,0,1,0.0,67
8794,Agency_28,SKU_02,46.44,2013-03-01,509281531,892192092,32.29393939,1155.102035,1136.3850289999998,18.717006,68666,133669,1,1,0,0,0,0,0,0,0,0,0,1,1.6203768526821098,33
8814,Agency_02,SKU_01,8948.235,2013-03-01,509281531,892192092,29.18333333,1137.992241,1085.0800359999998,52.91220500000001,3137874,240809,1,1,0,0,0,0,0,0,0,0,0,1,4.649610348265987,62
8816,Agency_17,SKU_03,10.2366,2013-03-01,509281531,892192092,24.92565217,1268.547125,1183.356119,85.191006,147910,123013,1,1,0,0,0,0,0,0,0,0,0,1,6.715635889364378,257
8834,Agency_08,SKU_01,144.18,2013-03-01,509281531,892192092,28.71549296,1204.1467699999998,1112.2023880000002,91.94438199999999,71662,123610,1,1,0,0,0,0,0,0,0,0,0,1,7.63564577763224,334
8833,Agency_27,SKU_06,92.664,2013-03-01,509281531,892192092,31.4325,987.9727284,915.351192,72.62153640000001,1588818,218862,1,1,0,0,0,0,0,0,0,0,0,1,7.350560831533172,169
8832,Agency_13,SKU_02,2285.388,2013-03-01,509281531,892192092,24.92565217,1225.965941,1144.175252,81.790689,1520066,110666,1,1,0,0,0,0,0,0,0,0,0,1,6.671530281933012,279
8831,Agency_05,SKU_03,707.5098,2013-03-01,509281531,892192092,28.71549296,1318.349263,1220.4803029999998,97.86896,3044268,182944,1,1,0,0,0,0,0,0,0,0,0,1,7.423598794851376,21
8830,Agency_49,SKU_01,2652.9120000000003,2013-03-01,509281531,892192092,26.76785714,1245.271189,1241.1930630000002,4.078126,1880416,154532,1,1,0,0,0,0,0,0,0,0,0,1,0.32748898681859734,205
8829,Agency_13,SKU_03,350.9208,2013-03-01,509281531,892192092,24.92565217,1264.833126,1162.31767,102.515456,1520066,110666,1,1,0,0,0,0,0,0,0,0,0,1,8.105057805072066,277
8828,Agency_29,SKU_03,0.0846,2013-03-01,509281531,892192092,27.65,1397.792553,1397.792553,0.0,28329,93614,1,1,0,0,0,0,0,0,0,0,0,1,0.0,174
8827,Agency_05,SKU_26,0.0,2013-03-01,509281531,892192092,28.71549296,0.0,0.0,0.0,3044268,182944,1,1,0,0,0,0,0,0,0,0,0,1,0.0,27
8815,Agency_27,SKU_01,2002.644,2013-03-01,509281531,892192092,31.4325,1120.612033,1010.2190509999999,110.392982,1588818,218862,1,1,0,0,0,0,0,0,0,0,0,1,9.851133019200766,165
8826,Agency_34,SKU_03,6.0066,2013-03-01,509281531,892192092,29.1,1189.895116,1157.243033,32.652083000000005,12271,97222,1,1,0,0,0,0,0,0,0,0,0,1,2.7441143812544238,110
8824,Agency_27,SKU_05,78.7248,2013-03-01,509281531,892192092,31.4325,1555.759545,1449.359926,106.399619,1588818,218862,1,1,0,0,0,0,0,0,0,0,0,1,6.839078657235557,168
8823,Agency_13,SKU_07,12.39,2013-03-01,509281531,892192092,24.92565217,1156.3269599999999,1145.7042900000001,10.62267,1520066,110666,1,1,0,0,0,0,0,0,0,0,0,1,0.9186562596447635,280
8822,Agency_02,SKU_05,3625.1745,2013-03-01,509281531,892192092,29.18333333,1305.657073,1224.581369,81.075704,3137874,240809,1,1,0,0,0,0,0,0,0,0,0,1,6.209571079312033,65
8821,Agency_36,SKU_03,17.6814,2013-03-01,509281531,892192092,26.81875,1224.211799,1190.738573,33.473226000000004,13110,94238,1,1,0,0,0,0,0,0,0,0,0,1,2.7342675529955422,233
8820,Agency_28,SKU_06,282.63599999999997,2013-03-01,509281531,892192092,32.29393939,1114.8396779999998,1010.353697,104.48598100000001,68666,133669,1,1,0,0,0,0,0,0,0,0,0,1,9.372287608873572,32
8819,Agency_27,SKU_02,738.72,2013-03-01,509281531,892192092,31.4325,1093.332592,984.7165248,108.6160672,1588818,218862,1,1,0,0,0,0,0,0,0,0,0,1,9.934403126253828,170
8818,Agency_13,SKU_01,7596.5025,2013-03-01,509281531,892192092,24.92565217,1225.222726,1136.947016,88.27571,1520066,110666,1,1,0,0,0,0,0,0,0,0,0,1,7.2048704392053535,275
8817,Agency_02,SKU_02,11509.56,2013-03-01,509281531,892192092,29.18333333,1109.819462,1049.897229,59.922233,3137874,240809,1,1,0,0,0,0,0,0,0,0,0,1,5.399277544837288,66
8825,Agency_29,SKU_08,1.9169999999999998,2013-03-01,509281531,892192092,27.65,1571.788733,1547.433099,24.355634,28329,93614,1,1,0,0,0,0,0,0,0,0,0,1,1.5495488349451094,178
8793,Agency_13,SKU_20,0.0,2013-03-01,509281531,892192092,24.92565217,0.0,0.0,0.0,1520066,110666,1,1,0,0,0,0,0,0,0,0,0,1,0.0,281
8792,Agency_17,SKU_04,329.2128,2013-03-01,509281531,892192092,24.92565217,1797.193671,1653.571128,143.622543,147910,123013,1,1,0,0,0,0,0,0,0,0,0,1,7.991489471476111,256
8791,Agency_42,SKU_04,244.0341,2013-03-01,509281531,892192092,29.404,1761.792639,1701.528159,60.264480000000006,175794,110057,1,1,0,0,0,0,0,0,0,0,0,1,3.4206341124348407,346
8767,Agency_26,SKU_01,0.0,2013-03-01,509281531,892192092,28.245,0.0,0.0,0.0,32267,91330,1,1,0,0,0,0,0,0,0,0,0,1,0.0,192
8766,Agency_17,SKU_01,76.35600000000001,2013-03-01,509281531,892192092,24.92565217,1230.032355,1154.052776,75.979579,147910,123013,1,1,0,0,0,0,0,0,0,0,0,1,6.1770390584563115,255
8765,Agency_48,SKU_07,27.8775,2013-03-01,509281531,892192092,26.76785714,1178.150847,1178.150847,0.0,1739969,210213,1,1,0,0,0,0,0,0,0,0,0,1,0.0,156
8764,Agency_28,SKU_08,6.5178,2013-03-01,509281531,892192092,32.29393939,1560.3262220000001,1545.280655,15.045567000000002,68666,133669,1,1,0,0,0,0,0,0,0,0,0,1,0.9642577807040149,34
8763,Agency_35,SKU_03,6.0912,2013-03-01,509281531,892192092,26.81875,1196.100399,1115.6039449999998,80.496454,14138,93105,1,1,0,0,0,0,0,0,0,0,0,1,6.7299077959759135,89
8762,Agency_26,SKU_04,23.004,2013-03-01,509281531,892192092,28.245,1765.664613,1680.169014,85.495599,32267,91330,1,1,0,0,0,0,0,0,0,0,0,1,4.842119979667962,193
8761,Agency_04,SKU_05,6.1983,2013-03-01,509281531,892192092,27.8775,1314.4983300000001,1005.5412369999999,308.95709300000004,50753,117957,1,1,0,0,0,0,0,0,0,0,0,1,23.50380262559938,216
8760,Agency_04,SKU_01,45.144,2013-03-01,509281531,892192092,27.8775,1177.744617,1155.88756,21.857057,50753,117957,1,1,0,0,0,0,0,0,0,0,0,1,1.8558401103691904,213
8768,Agency_28,SKU_03,0.1692,2013-03-01,509281531,892192092,32.29393939,1397.792553,1397.792553,0.0,68666,133669,1,1,0,0,0,0,0,0,0,0,0,1,0.0,30
8759,Agency_41,SKU_04,1886.07225,2013-03-01,509281531,892192092,29.404,1760.3417379999999,1631.246208,129.09553,1573238,125229,1,1,0,0,0,0,0,0,0,0,0,1,7.333549345178341,283
8757,Agency_04,SKU_04,271.575,2013-03-01,509281531,892192092,27.8775,1776.020878,1728.392336,47.628541999999996,50753,117957,1,1,0,0,0,0,0,0,0,0,0,1,2.6817557490447474,214
8756,Agency_04,SKU_02,15.228,2013-03-01,509281531,892192092,27.8775,1122.0230490000001,654.4166666,467.60638240000003,50753,117957,1,1,0,0,0,0,0,0,0,0,0,1,41.67529203760591,217
8755,Agency_49,SKU_23,0.0,2013-03-01,509281531,892192092,26.76785714,0.0,0.0,0.0,1880416,154532,1,1,0,0,0,0,0,0,0,0,0,1,0.0,211
8754,Agency_03,SKU_32,22.4928,2013-03-01,509281531,892192092,27.8775,1516.84259,1362.373559,154.469031,1538040,217280,1,1,0,0,0,0,0,0,0,0,0,1,10.183590045424555,204
8753,Agency_41,SKU_02,4706.532,2013-03-01,509281531,892192092,29.404,1158.941197,993.3250275,165.6161695,1573238,125229,1,1,0,0,0,0,0,0,0,0,0,1,14.290299622509666,286
8752,Agency_41,SKU_01,6135.911999999999,2013-03-01,509281531,892192092,29.404,1159.2059390000002,1000.79882,158.407119,1573238,125229,1,1,0,0,0,0,0,0,0,0,0,1,13.6651403922802,282
8751,Agency_41,SKU_05,3321.3945,2013-03-01,509281531,892192092,29.404,1292.156802,1124.9510300000002,167.205772,1573238,125229,1,1,0,0,0,0,0,0,0,0,0,1,12.940052766134801,285
8750,Agency_03,SKU_03,8412.795,2013-03-01,509281531,892192092,27.8775,1283.313388,1201.191444,82.121944,1538040,217280,1,1,0,0,0,0,0,0,0,0,0,1,6.39921197486954,201
8758,Agency_03,SKU_04,3441.39825,2013-03-01,509281531,892192092,27.8775,1772.955967,1679.5389510000002,93.417016,1538040,217280,1,1,0,0,0,0,0,0,0,0,0,1,5.268998087869601,200
8769,Agency_26,SKU_02,0.0,2013-03-01,509281531,892192092,28.245,0.0,0.0,0.0,32267,91330,1,1,0,0,0,0,0,0,0,0,0,1,0.0,196
8770,Agency_26,SKU_03,0.0,2013-03-01,509281531,892192092,28.245,1571.884248,1434.800123,137.084125,32267,91330,1,1,0,0,0,0,0,0,0,0,0,1,8.721006344736905,194
8771,Agency_48,SKU_02,580.990725,2013-03-01,509281531,892192092,26.76785714,1233.272628,1218.921884,14.350744,1739969,210213,1,1,0,0,0,0,0,0,0,0,0,1,1.1636311123901795,154
8790,Agency_26,SKU_11,19.596,2013-03-01,509281531,892192092,28.245,1727.667254,1675.836995,51.830259000000005,32267,91330,1,1,0,0,0,0,0,0,0,0,0,1,3.0000139714403598,198
8789,Agency_36,SKU_22,10.7352,2013-03-01,509281531,892192092,26.81875,2031.1795769999999,2031.1795769999999,0.0,13110,94238,1,1,0,0,0,0,0,0,0,0,0,1,0.0,234
8788,Agency_34,SKU_22,1.7892,2013-03-01,509281531,892192092,29.1,2031.1795769999999,2031.1795769999999,0.0,12271,97222,1,1,0,0,0,0,0,0,0,0,0,1,0.0,111
8787,Agency_29,SKU_06,11.772,2013-03-01,509281531,892192092,27.65,1161.375574,950.4008028,210.9747712,28329,93614,1,1,0,0,0,0,0,0,0,0,0,1,18.165938385750827,176
8786,Agency_42,SKU_05,567.1764,2013-03-01,509281531,892192092,29.404,1293.025969,1216.935525,76.09044399999999,175794,110057,1,1,0,0,0,0,0,0,0,0,0,1,5.8846802635253175,348
8785,Agency_42,SKU_02,214.812,2013-03-01,509281531,892192092,29.404,1163.931818,1143.5423289999999,20.389489,175794,110057,1,1,0,0,0,0,0,0,0,0,0,1,1.75177692410158,349
8784,Agency_33,SKU_04,1.4058,2013-03-01,509281531,892192092,28.55,1851.338029,1610.661011,240.677018,39719,91375,1,1,0,0,0,0,0,0,0,0,0,1,13.0001660544942,292
8783,Agency_42,SKU_01,310.824,2013-03-01,509281531,892192092,29.404,1164.632931,1146.799966,17.832964999999998,175794,110057,1,1,0,0,0,0,0,0,0,0,0,1,1.5312090638453701,345
8782,Agency_41,SKU_03,996.5880000000001,2013-03-01,509281531,892192092,29.404,1267.450076,1130.988085,136.46199099999998,1573238,125229,1,1,0,0,0,0,0,0,0,0,0,1,10.766656106145515,284
8781,Agency_48,SKU_04,4275.1605,2013-03-01,509281531,892192092,26.76785714,1761.258209,1546.0596699999999,215.198539,1739969,210213,1,1,0,0,0,0,0,0,0,0,0,1,12.218454846673762,151
8780,Agency_29,SKU_05,17.8281,2013-03-01,509281531,892192092,27.65,1684.229138,1644.7088449999999,39.520293,28329,93614,1,1,0,0,0,0,0,0,0,0,0,1,2.3464914665310825,175
8779,Agency_17,SKU_05,699.1299,2013-03-01,509281531,892192092,24.92565217,1340.306687,1254.444894,85.861793,147910,123013,1,1,0,0,0,0,0,0,0,0,0,1,6.406130315755114,258
8778,Agency_29,SKU_02,6.48,2013-03-01,509281531,892192092,27.65,1181.909375,1160.840625,21.06875,28329,93614,1,1,0,0,0,0,0,0,0,0,0,1,1.782602832810257,177
8777,Agency_17,SKU_02,925.3439999999999,2013-03-01,509281531,892192092,24.92565217,1228.44497,1133.516705,94.928265,147910,123013,1,1,0,0,0,0,0,0,0,0,0,1,7.72751464805135,259
8776,Agency_48,SKU_05,1843.84725,2013-03-01,509281531,892192092,26.76785714,1351.1942800000002,1286.331965,64.862315,1739969,210213,1,1,0,0,0,0,0,0,0,0,0,1,4.800369270361327,153
8775,Agency_26,SKU_18,15.3126,2013-03-01,509281531,892192092,28.245,1305.680616,1253.228665,52.451951,32267,91330,1,1,0,0,0,0,0,0,0,0,0,1,4.01721143419349,197
8774,Agency_04,SKU_03,758.1855,2013-03-01,509281531,892192092,27.8775,1279.210659,1224.3326849999999,54.877974,50753,117957,1,1,0,0,0,0,0,0,0,0,0,1,4.289987236574457,215
8773,Agency_26,SKU_05,0.0,2013-03-01,509281531,892192092,28.245,0.0,0.0,0.0,32267,91330,1,1,0,0,0,0,0,0,0,0,0,1,0.0,195
8772,Agency_29,SKU_01,2.16,2013-03-01,509281531,892192092,27.65,1257.890625,1251.48125,6.409375,28329,93614,1,1,0,0,0,0,0,0,0,0,0,1,0.509533569343519,172
8835,Agency_05,SKU_21,0.0,2013-03-01,509281531,892192092,28.71549296,0.0,0.0,0.0,3044268,182944,1,1,0,0,0,0,0,0,0,0,0,1,0.0,26
8836,Agency_28,SKU_04,257.0058,2013-03-01,509281531,892192092,32.29393939,1974.482039,1804.300284,170.181755,68666,133669,1,1,0,0,0,0,0,0,0,0,0,1,8.619058144797842,29
8795,Agency_12,SKU_02,2525.1479999999997,2013-03-01,509281531,892192092,24.92565217,1230.36314,1124.782788,105.580352,1596955,205376,1,1,0,0,0,0,0,0,0,0,0,1,8.581234967751067,80
8921,Agency_05,SKU_05,432.9864,2013-03-01,509281531,892192092,28.71549296,1361.3376349999999,1242.335404,119.00223100000001,3044268,182944,1,1,0,0,0,0,0,0,0,0,0,1,8.741566231657147,22
8898,Agency_22,SKU_01,74.196,2013-03-01,509281531,892192092,29.42235294,1204.673581,1102.337519,102.336062,48151,132110,1,1,0,0,0,0,0,0,0,0,0,1,8.494920417782449,0
8897,Agency_15,SKU_02,141.804,2013-03-01,509281531,892192092,24.92565217,1235.488195,1182.7768,52.711394999999996,200260,104564,1,1,0,0,0,0,0,0,0,0,0,1,4.266442626754519,95
8896,Agency_18,SKU_02,3.78,2013-03-01,509281531,892192092,33.12021277,0.0,0.0,0.0,60189,135477,1,1,0,0,0,0,0,0,0,0,0,1,0.0,143
8895,Agency_50,SKU_01,1502.172,2013-03-01,509281531,892192092,28.71549296,1240.654592,1237.0813050000002,3.573287,2057678,144594,1,1,0,0,0,0,0,0,0,0,0,1,0.2880162635951457,301
8894,Agency_31,SKU_03,619.7796,2013-03-01,509281531,892192092,31.23333333,1308.463725,1189.432814,119.030911,181063,102731,1,1,0,0,0,0,0,0,0,0,0,1,9.096997396698942,309
8893,Agency_30,SKU_04,3939.1155,2013-03-01,509281531,892192092,29.75245902,1807.078514,1649.1902300000002,157.888284,1094349,247220,1,1,0,0,0,0,0,0,0,0,0,1,8.737212178485345,120
8892,Agency_15,SKU_01,1051.056,2013-03-01,509281531,892192092,24.92565217,1232.291499,1173.827264,58.464234999999995,200260,104564,1,1,0,0,0,0,0,0,0,0,0,1,4.7443510766278525,91
8891,Agency_31,SKU_08,10.3518,2013-03-01,509281531,892192092,31.23333333,1549.645608,1516.206809,33.438798999999996,181063,102731,1,1,0,0,0,0,0,0,0,0,0,1,2.157835238416653,312
8890,Agency_37,SKU_18,1.1844,2013-03-01,509281531,892192092,34.47368421,1202.433511,1025.060791,177.37272,32769,96761,1,1,0,0,0,0,0,0,0,0,0,1,14.751145770420898,6
8889,Agency_49,SKU_03,8150.955,2013-03-01,509281531,892192092,26.76785714,1362.905375,1264.17586,98.729515,1880416,154532,1,1,0,0,0,0,0,0,0,0,0,1,7.244047665451463,207
8888,Agency_18,SKU_01,0.7559999999999999,2013-03-01,509281531,892192092,33.12021277,1259.517857,1186.982143,72.535714,60189,135477,1,1,0,0,0,0,0,0,0,0,0,1,5.759006400494407,139
8887,Agency_40,SKU_18,0.2538,2013-03-01,509281531,892192092,28.71549296,1152.68617,1152.68617,0.0,143299,137912,1,1,0,0,0,0,0,0,0,0,0,1,0.0,315
8886,Agency_03,SKU_05,920.2875,2013-03-01,509281531,892192092,27.8775,1330.717069,1253.278979,77.43809,1538040,217280,1,1,0,0,0,0,0,0,0,0,0,1,5.819275321852808,202
8885,Agency_30,SKU_06,14.255999999999998,2013-03-01,509281531,892192092,29.75245902,1045.11116,1045.11116,0.0,1094349,247220,1,1,0,0,0,0,0,0,0,0,0,1,0.0,123
8884,Agency_40,SKU_03,7.7832,2013-03-01,509281531,892192092,28.71549296,1251.0916619999998,1251.0916619999998,0.0,143299,137912,1,1,0,0,0,0,0,0,0,0,0,1,0.0,314
8883,Agency_03,SKU_02,1248.6960000000001,2013-03-01,509281531,892192092,27.8775,1154.647791,1120.483641,34.16415,1538040,217280,1,1,0,0,0,0,0,0,0,0,0,1,2.958837341247726,203
8882,Agency_38,SKU_05,4670.1315,2013-03-01,509281531,892192092,24.92565217,1324.511598,1185.601044,138.910554,1515841,173884,1,1,0,0,0,0,0,0,0,0,0,1,10.48768121092738,270
8900,Agency_18,SKU_05,486.7263,2013-03-01,509281531,892192092,33.12021277,1341.71624,1238.1881529999998,103.528087,60189,135477,1,1,0,0,0,0,0,0,0,0,0,1,7.71609405279316,142
8901,Agency_39,SKU_03,214.6302,2013-03-01,509281531,892192092,24.92565217,1301.012676,1143.437675,157.57500100000001,1448423,131411,1,1,0,0,0,0,0,0,0,0,0,1,12.111719117485372,341
8902,Agency_15,SKU_05,187.6743,2013-03-01,509281531,892192092,24.92565217,1339.9447910000001,1279.917385,60.027406000000006,200260,104564,1,1,0,0,0,0,0,0,0,0,0,1,4.479841737001834,94
8903,Agency_22,SKU_02,160.056,2013-03-01,509281531,892192092,29.42235294,1207.051367,1105.05765,101.993717,48151,132110,1,1,0,0,0,0,0,0,0,0,0,1,8.449824074471223,4
8837,Agency_12,SKU_04,1957.065,2013-03-01,509281531,892192092,24.92565217,1794.5593559999998,1643.717792,150.84156399999998,1596955,205376,1,1,0,0,0,0,0,0,0,0,0,1,8.405493164417795,77
8920,Agency_20,SKU_21,0.0,2013-03-01,509281531,892192092,24.92565217,0.0,0.0,0.0,1825752,102317,1,1,0,0,0,0,0,0,0,0,0,1,0.0,107
